Protein ID,Gene,Protein Length,Protein Existence,Description,Protein Probability,Top Peptide Probability,MCF7Kelly10c_5 Intensity,MCF7Kelly10c_6 Intensity,MCF7Kelly10c_7 Intensity,MCF7Kelly10c_8 Intensity,MCF7Kelly1c_5 Intensity,MCF7Kelly1c_6 Intensity,MCF7Kelly1c_7 Intensity,MCF7Kelly1c_8 Intensity,MCF7Kelly2c_5 Intensity,MCF7Kelly2c_6 Intensity,MCF7Kelly2c_7 Intensity,MCF7Kelly2c_8 Intensity
P08243-2,ASNS,540,,Isoform 2 of Asparagine synthetase [glutamine-hydrolyzing],1,0.999,242933.31,340624.8,506911.78,401098.78,11875.623,16349.594,0,0,120072.42,122666.64,46050.83,47681.324
P08397-2,HMBS,344,,Isoform 2 of Porphobilinogen deaminase,1,0.999,39176.402,99589.125,70094.44,34943.58,0,0,0,0,9897.112,8176.1606,3998.6895,11221.023
P08559-2,PDHA1,397,,"Isoform 2 of Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",1,0.999,61668.312,95266.69,117315.95,118563.16,0,0,0,0,0,0,0,0
P08574,CYC1,325,1:Experimental evidence at protein level,"Cytochrome c1, heme protein, mitochondrial",1,0.999,127861.9,113219.09,188321.83,135435.34,0,0,0,0,10182.16,29951.074,0,0
P08579,SNRPB2,225,1:Experimental evidence at protein level,U2 small nuclear ribonucleoprotein B'',1,0.999,455713.25,378297.97,463163.34,392365.03,3830.3306,6035.7563,5449.769,5260.4893,10318.02,8931.852,97823.59,174885.66
P08621,SNRNP70,437,1:Experimental evidence at protein level,U1 small nuclear ribonucleoprotein 70 kDa,1,0.999,322310.3,325525.9,306582.34,335066.12,6549.044,9571.134,33203.168,19887.475,60563.758,25244.463,31054.832,45606.562
P08651-2,NFIC,499,,Isoform 1 of Nuclear factor 1 C-type,1,0.9989,5459.5254,0,6960.627,5882.56,0,0,0,0,0,0,0,0
P08708,RPS17,135,1:Experimental evidence at protein level,40S ribosomal protein S17,1,0.999,463693.84,627863.7,741869.5,620036.5,44636.85,116839.28,65203.746,60392.11,220523.3,166329.52,147789.12,263381.1
P08727,KRT19,400,1:Experimental evidence at protein level,"Keratin, type I cytoskeletal 19",1,0.999,9044617,1.08E+07,1.14E+07,1.29E+07,2462844,2734893.2,1685714.9,1677310.9,3410672,2726076.2,2792690,4338484.5
P08754,GNAI3,354,1:Experimental evidence at protein level,Guanine nucleotide-binding protein G(i) subunit alpha,1,0.999,186276.86,226389.14,238359.17,227434.73,13752.993,24347.812,15807.855,5086.793,64719.31,27565.104,26388.338,48929.1
P08758,ANXA5,320,1:Experimental evidence at protein level,Annexin A5,1,0.999,711274.7,1031003,933401,774941.4,72416.11,113842.625,3709.598,0,320194.56,213287,117081.85,308574.84
P08779,KRT16,473,1:Experimental evidence at protein level,"Keratin, type I cytoskeletal 16",1,0.999,0,0,0,0,386893,0,0,0,0,0,0,0
P08865,RPSA,295,1:Experimental evidence at protein level,40S ribosomal protein SA,1,0.999,915063.94,1420380.6,1540995.2,1138766.9,164891.36,222498.34,63076.48,0,454281.94,366466.34,318863.53,511151.2
P09001,MRPL3,348,1:Experimental evidence at protein level,"39S ribosomal protein L3, mitochondrial",1,0.999,19871.117,13645.302,33166.406,7086.3833,0,0,0,0,3904.6025,0,0,0
P09012,SNRPA,282,1:Experimental evidence at protein level,U1 small nuclear ribonucleoprotein A,1,0.999,284598.25,281219.8,266258.6,245255.72,18780.598,22071.02,30701.39,31614.35,69450.97,46737.83,44056.695,58428.344
P09104-2,ENO2,391,,Isoform 2 of Gamma-enolase,1,0.999,0,27890.05,34445.395,20206.58,0,0,0,0,0,0,0,0
P09110,ACAA1,424,1:Experimental evidence at protein level,"3-ketoacyl-CoA thiolase, peroxisomal",1,0.999,52692.785,83606.58,65869.016,91951.92,0,3605.886,0,2217.933,0,0,0,0
P09132,SRP19,144,1:Experimental evidence at protein level,Signal recognition particle 19 kDa protein,0.9524,0.999,8113.7915,11213.516,12925.92,10398.549,0,0,0,0,0,0,0,5522.6113
P09211,GSTP1,210,1:Experimental evidence at protein level,Glutathione S-transferase P,0.9434,0.9988,0,0,0,0,20117.973,0,0,0,0,0,0,0
P09234,SNRPC,159,1:Experimental evidence at protein level,U1 small nuclear ribonucleoprotein C,1,0.999,58335.6,75521.5,89425.43,95084.7,20884.574,17908.691,17250.992,16066.303,30899.441,26972.637,23669.174,26587.945
P09382,LGALS1,135,1:Experimental evidence at protein level,Galectin-1,1,0.999,10844.529,59503.324,58665.656,25272.516,0,0,0,0,33276.89,0,0,10805.666
P09417,QDPR,244,1:Experimental evidence at protein level,Dihydropteridine reductase,1,0.999,8593.582,9129.159,34675.66,14385.851,0,0,0,0,5230.37,0,0,0
P09429,HMGB1,215,1:Experimental evidence at protein level,High mobility group protein B1,1,0.999,1477406,2384721.2,2414932.8,1632998,345111.5,470894.03,37039.008,13983.057,776469,666627.5,656061.56,896110.4
P09467,FBP1,338,1:Experimental evidence at protein level,"Fructose-1,6-bisphosphatase 1",1,0.999,660149.75,670955.8,860931.4,709705.2,61411.16,113707.664,0,0,208490.47,137570.05,117309.89,220196.27
P09493-10,TPM1,284,,Isoform 10 of Tropomyosin alpha-1 chain,0.9901,0.999,0,0,15595.412,0,0,0,0,0,0,0,0,0
P09493-3,TPM1,284,,Isoform 3 of Tropomyosin alpha-1 chain,1,0.999,123268.52,213012.95,198180.69,137403.56,12784.537,8627.949,0,0,52091.63,26688.75,5316.89,74131.85
P09493-5,TPM1,245,,Isoform 5 of Tropomyosin alpha-1 chain,1,0.999,34409.086,15112.197,25775.04,29442.424,0,0,0,0,6836.4414,0,0,12800.971
P09496-2,CLTA,218,,Isoform Non-brain of Clathrin light chain A,1,0.999,122945.125,182101.42,141612.83,147446.7,10009.922,47791.395,31590.8,25505.047,67852.87,45043.836,35581.04,76311.68
P09497-2,CLTB,211,,Isoform Non-brain of Clathrin light chain B,1,0.999,50603.086,99246.97,113826.25,44945.06,0,0,0,0,22570.23,0,0,51829.562
P09525,ANXA4,319,1:Experimental evidence at protein level,Annexin A4,1,0.999,370376.75,640918.44,488803.5,512213.38,49028.254,93977.734,0,0,163535.84,114451.516,87618.15,155476.86
P09543-2,CNP,401,,"Isoform CNPI of 2',3'-cyclic-nucleotide 3'-phosphodiesterase",0.9976,0.999,0,15416.721,0,0,0,0,0,0,0,0,0,0
P09601,HMOX1,288,1:Experimental evidence at protein level,Heme oxygenase 1,0.9524,0.999,0,0,11637.645,0,0,0,0,0,0,0,0,0
P09622-2,DLD,410,,"Isoform 2 of Dihydrolipoyl dehydrogenase, mitochondrial",1,0.999,326290.22,336540.03,407594.7,388481.4,7638.964,6252.6357,23626.482,0,34687.14,10531.953,5513.5073,60610.65
P09651-2,HNRNPA1,320,,Isoform A1-A of Heterogeneous nuclear ribonucleoprotein A1,1,0.999,3127849.8,3353444.5,3316341.8,3115155.5,305398.97,468358.28,508276.72,335083.88,736298,764685.06,627343.9,877687.5
P09661,SNRPA1,255,1:Experimental evidence at protein level,U2 small nuclear ribonucleoprotein A',1,0.999,152606.75,181533.73,210074.4,166351.19,7917.5,9413.582,14887.641,7832.064,13768.034,12926.52,12727.443,34572.156
P09669,COX6C,75,1:Experimental evidence at protein level,Cytochrome c oxidase subunit 6C,1,0.999,182960.8,191349.02,220621.98,192238.81,10772.084,24334.56,14899.857,30467.11,46323.2,30759.1,36822.39,37648.727
P09758,TACSTD2,323,1:Experimental evidence at protein level,Tumor-associated calcium signal transducer 2,1,0.999,141688.52,155515.98,159730.86,155705.44,12703.941,16023.062,16530.322,0,49143.062,44505.68,15488.52,31367.855
P09874,PARP1,1014,1:Experimental evidence at protein level,Poly [ADP-ribose] polymerase 1,1,0.999,360968.72,517647.12,487589,508899,0,10023.871,6848.891,0,43198.996,20582.777,28879.684,76937.305
P09960,LTA4H,611,1:Experimental evidence at protein level,Leukotriene A-4 hydrolase,1,0.999,368085.78,453013.9,489937.72,437743.8,9137.781,16021.968,0,0,81520.95,47878.324,25631.268,78227.32
P09972,ALDOC,364,1:Experimental evidence at protein level,Fructose-bisphosphate aldolase C,1,0.999,217314.22,281399.12,451114.78,203595.88,46816.508,72398.43,0,0,157408.2,100162.33,73896.03,134711.84
P0C0S5,H2AZ1,128,1:Experimental evidence at protein level,Histone H2A.Z,1,0.999,726742.1,706121.2,813195.1,769436.3,115798.04,115100.27,144273.1,154523.66,237613.03,204900.16,200558.83,231475.19
P0CG38,POTEI,1075,3:Protein inferred from homology,POTE ankyrin domain family member I,1,0.9985,13035.93,21201.43,9145.32,0,0,0,0,0,0,0,0,0
P0CG47,UBB,229,1:Experimental evidence at protein level,Polyubiquitin-B,1,0.999,1867611.9,2547805.8,2539102,2195826,374834.88,507399.5,187611.6,160271.97,820885.56,617925.06,635504,937462.4
P0DI81-3,TRAPPC2,174,,Isoform 3 of Trafficking protein particle complex subunit 2,0.9517,0.999,0,4486.9556,4419.2563,3472.627,0,0,0,0,0,0,0,0
P0DMM9-3,SULT1A3,301,,Isoform 3 of Sulfotransferase 1A3,0.9999,0.999,0,0,0,4594.685,0,0,0,0,0,0,0,2886.4263
P0DMV8,HSPA1A,641,1:Experimental evidence at protein level,Heat shock 70 kDa protein 1A,1,0.999,2681609,3732953.8,3845140.2,3279562.2,572931.4,454488.7,508612.62,231089.28,1051298.1,1132257.5,781742.06,1146866.8
P0DN76,U2AF1L5,240,1:Experimental evidence at protein level,Splicing factor U2AF 35 kDa subunit-like protein,1,0.999,97449.48,125688,119493.23,104004.35,12596.426,23722.873,21046.928,11249.012,36492.367,23053.355,23338.746,34400.156
P0DP23,CALM1,149,1:Experimental evidence at protein level,Calmodulin-1,1,0.999,129508,164250.44,205456.66,134763.28,22981.3,10805.107,6998.688,5896.5947,18365.893,25657.008,40765.1,66163.68
P0DPB6,POLR1D,133,1:Experimental evidence at protein level,DNA-directed RNA polymerases I and III subunit RPAC2,0.9523,0.999,0,0,12047.568,0,0,0,0,0,0,0,0,0
P10155-3,RO60,518,,Isoform 3 of 60 kDa SS-A/Ro ribonucleoprotein,1,0.999,113377.37,137900.83,219140.45,134012.73,3771.0308,12327.76,0,6260.5605,37942.742,8329.295,19730.674,45316.78
P10253,GAA,952,1:Experimental evidence at protein level,Lysosomal alpha-glucosidase,1,0.999,48128.668,126730.99,162773.73,105358.29,0,0,2068.517,0,0,0,0,0
P10301,RRAS,218,1:Experimental evidence at protein level,Ras-related protein R-Ras,1,0.999,61136.67,117554.44,103982.63,85862.01,0,3272.165,0,0,2313.359,0,0,3582.9155
P10321-2,HLA-C,326,,"Isoform 2 of HLA class I histocompatibility antigen, C alpha chain",0.9898,0.999,17154.037,16662.59,20181.14,0,0,0,0,0,0,0,4278.9526,4577.5435
P10398,ARAF,606,1:Experimental evidence at protein level,Serine/threonine-protein kinase A-Raf,0.9073,0.9902,0,0,0,0,0,0,0,0,0,0,0,4008.6382
P10412,H1-4,219,1:Experimental evidence at protein level,Histone H1.4,1,0.999,2633262.8,2322979.2,2758689,2161492.2,383405.1,510016.9,464022.66,722859.4,1058965.6,612353.75,696983.9,987227.8
P10515,DLAT,647,1:Experimental evidence at protein level,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",1,0.999,127812.05,149918.75,127238.234,128906.766,0,0,0,0,0,0,0,3515.9038
P10586-2,PTPRF,1898,,Isoform 2 of Receptor-type tyrosine-protein phosphatase F,1,0.999,23155.941,35278.133,59424.605,61920.25,0,0,0,0,0,0,0,0
P10589,NR2F1,423,1:Experimental evidence at protein level,COUP transcription factor 1,1,0.999,0,0,2871.1196,7433.124,0,0,0,0,0,0,0,0
P10599,TXN,105,1:Experimental evidence at protein level,Thioredoxin,1,0.999,531432.75,642885,590765.9,540989.3,66335.58,149453.22,10931.6875,0,235237.83,190069.3,93980.08,153563.47
P10606,COX5B,129,1:Experimental evidence at protein level,"Cytochrome c oxidase subunit 5B, mitochondrial",1,0.999,175391.61,153294.83,164985.88,167733.64,0,0,0,6019.2183,32219.773,0,12677.414,20468.867
P10619-2,CTSA,463,,Isoform 2 of Lysosomal protective protein,1,0.999,37032.62,35926.375,53978.984,63703.516,4876.5654,13355.938,0,0,0,0,0,9152.549
P10620,MGST1,155,1:Experimental evidence at protein level,Microsomal glutathione S-transferase 1,1,0.999,472518.6,473487.44,460399.5,538756.44,40457.223,56404.54,67547.875,59626.688,192744.4,128944.7,89360.06,163671.77
P10644,PRKAR1A,381,1:Experimental evidence at protein level,cAMP-dependent protein kinase type I-alpha regulatory subunit,1,0.999,164248.28,324708.8,332817.97,256799.75,17111.273,25817.639,17194.004,8822.936,68875.14,71978.73,21433.012,76116.125
P10768,ESD,282,1:Experimental evidence at protein level,S-formylglutathione hydrolase,1,0.999,355916.3,601002.94,552406.06,525483.9,72477.04,113068.516,0,0,180836.2,166512.16,122708.61,168544.06
P10809,HSPD1,573,1:Experimental evidence at protein level,"60 kDa heat shock protein, mitochondrial",1,0.999,8489606,9618127,9437167,8782512,868695.1,1459973.1,1505256.8,1217732.2,2284733.5,1829548.8,1875702.8,2607074.8
P11021,HSPA5,654,1:Experimental evidence at protein level,Endoplasmic reticulum chaperone BiP,1,0.999,2824224,3081742.8,3011184.5,3218007.2,325300.88,390677.28,417433.8,531389.25,1062948.4,775480.44,513899.6,881831.25
P11117,ACP2,423,1:Experimental evidence at protein level,Lysosomal acid phosphatase,1,0.999,10381.208,23009.756,6437.831,20868.32,0,0,0,0,0,0,0,0
P11142,HSPA8,646,1:Experimental evidence at protein level,Heat shock cognate 71 kDa protein,1,0.999,7925677.5,1.11E+07,1.19E+07,9653070,1509045.5,2452377.2,1310524.2,1075441.8,3895335.8,3017665.8,2622901,4100255.2
P11166,SLC2A1,492,1:Experimental evidence at protein level,"Solute carrier family 2, facilitated glucose transporter member 1",1,0.999,58725.844,46493.8,79400.61,95179.375,0,3025.1162,0,2403.538,19192.508,4824.4263,2335.0579,11400.932
P11171-2,EPB41,831,,Isoform 2 of Protein 4.1,1,0.999,5094.9155,27668.314,21690.99,25034.947,0,0,0,0,0,0,0,0
P11172,UMPS,480,1:Experimental evidence at protein level,Uridine 5'-monophosphate synthase,1,0.999,31785.9,75254.836,140316.66,11937.553,0,4043.6455,0,0,0,0,0,0
P11177-2,PDHB,341,,"Isoform 2 of Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",1,0.999,252755.14,314366.84,352775.34,322743.4,0,5288.8164,8550.854,0,55595.855,0,24432.766,23256.64
P11182,DBT,482,1:Experimental evidence at protein level,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial",1,0.999,12210.544,0,29559.299,19667.316,0,0,0,0,0,0,0,5616.677
P11216,PYGB,843,1:Experimental evidence at protein level,"Glycogen phosphorylase, brain form",1,0.999,112809.44,245393.69,202909.16,175644.39,0,5984.541,0,0,17471.637,7491.153,26788.61,45039.867
P11233,RALA,206,1:Experimental evidence at protein level,Ras-related protein Ral-A,1,0.999,20610.78,12384.798,7325.0522,26195.254,0,0,0,0,0,0,0,0
P11234-2,RALB,228,,Isoform 2 of Ras-related protein Ral-B,1,0.999,43575.844,147227.45,123363.42,114428.516,0,0,0,0,5192.3184,5762.6123,0,6455.7085
P11279,LAMP1,417,1:Experimental evidence at protein level,Lysosome-associated membrane glycoprotein 1,1,0.999,87366.4,106101.875,107056.266,85328.44,12222.674,18809.758,4755.853,14487.748,25083.184,0,17155.514,26448.123
P11310-2,ACADM,425,,"Isoform 2 of Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",0.9698,0.9888,16196.039,0,0,0,0,0,0,0,0,0,0,0
P11387,TOP1,765,1:Experimental evidence at protein level,DNA topoisomerase 1,1,0.999,739271.3,823323.1,798267.94,844882.06,5650.739,48555.473,29204.133,14925.646,89289.18,69600.63,106821.914,182020.1
P11388-2,TOP2A,1557,,Isoform 2 of DNA topoisomerase 2-alpha,1,0.999,190879.98,99101.35,219096.38,43912.41,0,0,0,0,55600.74,0,0,9722.972
P11413-2,G6PD,561,,Isoform Long of Glucose-6-phosphate 1-dehydrogenase,1,0.999,2012583.6,2620443.2,3024630.2,2440527,386371.88,458116.03,0,0,1624623.6,775270.7,660876.5,1089837.5
P11441,UBL4A,157,1:Experimental evidence at protein level,Ubiquitin-like protein 4A,0.9524,0.999,0,16187.379,0,0,0,0,0,0,0,0,0,0
P11498,PC,1178,1:Experimental evidence at protein level,"Pyruvate carboxylase, mitochondrial",1,0.999,183617.05,255682.67,197110.94,265321.72,0,5230.172,2624.456,3939.3647,19906.172,4743.5835,0,0
P11586,MTHFD1,935,1:Experimental evidence at protein level,"C-1-tetrahydrofolate synthase, cytoplasmic",1,0.999,1755548,2465733.2,2500800,2182335,258899.98,496910.16,326447.03,126398.31,894634,626492.3,472554.53,881913
P11717,IGF2R,2491,1:Experimental evidence at protein level,Cation-independent mannose-6-phosphate receptor,1,0.999,6081.6665,0,16929.613,18839.227,0,0,0,0,0,0,0,0
P11766,ADH5,374,1:Experimental evidence at protein level,Alcohol dehydrogenase class-3,1,0.999,198918.8,315392.4,353289.94,251946.22,9666.561,6324.3994,0,0,82489.92,54574.1,27630.137,95857.18
P11802,CDK4,303,1:Experimental evidence at protein level,Cyclin-dependent kinase 4,1,0.999,7052.13,37249.906,76938.234,57611.484,0,0,0,0,0,0,0,12090.582
P11908-2,PRPS2,321,,Isoform 2 of Ribose-phosphate pyrophosphokinase 2,1,0.999,152990.27,236565.16,263983.72,202530.31,0,4667.9277,0,0,41969.16,20695.629,35373.53,66327.484
P11940,PABPC1,636,1:Experimental evidence at protein level,Polyadenylate-binding protein 1,1,0.999,1226002,1821164.4,1890330.2,1589024.4,193241.28,284390.6,204047.47,115395.21,563495.75,409157.3,385054.28,683245.4
P12004,PCNA,261,1:Experimental evidence at protein level,Proliferating cell nuclear antigen,1,0.999,350403.97,424098.62,525195.5,393605.2,31019.227,83230.21,12318.176,0,182814.6,130099.42,43432.42,129480.57
P12035,KRT3,628,1:Experimental evidence at protein level,"Keratin, type II cytoskeletal 3",1,0.999,0,0,0,0,3044296,0,0,0,0,0,0,0
P12074,COX6A1,109,1:Experimental evidence at protein level,"Cytochrome c oxidase subunit 6A1, mitochondrial",1,0.999,94800.195,98606.82,109279.32,83848.12,0,0,0,0,8424.58,0,0,1131.7429
P12081,HARS1,509,1:Experimental evidence at protein level,"Histidine--tRNA ligase, cytoplasmic",1,0.999,138118.31,162338.1,197716.12,160460.62,0,12181.842,0,0,48763.664,34859.543,13196.693,57402.05
P12235,SLC25A4,298,1:Experimental evidence at protein level,ADP/ATP translocase 1,1,0.999,62952.61,86028.516,59856.273,56630.42,0,0,0,5257.5684,0,0,0,20892.254
P12236,SLC25A6,298,1:Experimental evidence at protein level,ADP/ATP translocase 3,1,0.999,593846.5,698901.06,682218.75,622731.4,95176.45,97549.44,111231.375,104703.945,176186.23,99233.83,143685.5,210014.23
P12259,F5,2224,1:Experimental evidence at protein level,Coagulation factor V,0.76,0.9937,0,0,0,0,0,0,0,0,0,0,0,15054.506
P12268,IMPDH2,514,1:Experimental evidence at protein level,Inosine-5'-monophosphate dehydrogenase 2,1,0.999,251916.84,470398.72,443761.25,324346.5,44330.812,61531.414,9965.92,0,71056.81,76683.26,57335.38,127491.766
P12270,TPR,2363,1:Experimental evidence at protein level,Nucleoprotein TPR,1,0.999,451033.38,445517.47,403834.94,402580.88,1940.9858,3520.88,2899.723,8414.012,17394.781,9263.512,8234.695,36866.01
P12273,PIP,146,1:Experimental evidence at protein level,Prolactin-inducible protein,1,0.9977,38007.9,0,61852.027,44831.633,10855.838,0,0,0,17661.078,0,0,20047.703
P12429,ANXA3,323,1:Experimental evidence at protein level,Annexin A3,1,0.999,70024.19,55425.242,27640.328,27281.266,6779.3945,4837.7046,0,0,0,12235.127,0,8595.096
P12532,CKMT1A,417,1:Experimental evidence at protein level,"Creatine kinase U-type, mitochondrial",1,0.999,1006006.06,1229061.2,1083493.2,1229108.8,76057.38,181221.06,163657.9,173632.3,281238.12,248494.16,209715.11,394831.9
P12694,BCKDHA,445,1:Experimental evidence at protein level,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial",1,0.999,0,25875.025,26121.848,14279.648,0,0,0,0,0,0,0,0
P12814-2,ACTN1,887,,Isoform 2 of Alpha-actinin-1,1,0.999,563822.9,1021761.9,955994.4,741520.1,63155.133,92977.71,8953.775,1350.8931,264538.2,161090.11,127748.91,243201.78
P12830-2,CDH1,821,,Isoform 2 of Cadherin-1,1,0.999,31323.965,136670.98,22487.098,72242.375,0,0,0,0,0,0,0,0
P12956,XRCC6,609,1:Experimental evidence at protein level,X-ray repair cross-complementing protein 6,1,0.999,1369328.5,1734321.1,1550965.4,1535957.1,109391.49,243718.25,288388.66,180346.17,488981.1,369514.97,270495.22,483406.9
P13010,XRCC5,732,1:Experimental evidence at protein level,X-ray repair cross-complementing protein 5,1,0.999,1151891.9,1502080.5,1469279.9,1237920.5,125028.51,154760,173976.78,141270.9,393081.8,341521.4,234487.17,380699.47
P13051-2,UNG,304,,Isoform 1 of Uracil-DNA glycosylase,1,0.999,12816.839,12235.452,12327.949,18685.566,0,0,0,0,0,0,0,0
P13073,COX4I1,169,1:Experimental evidence at protein level,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",1,0.999,484476.06,519623.44,530167.2,372750.56,34470.54,54280.438,58636,67515.305,99796.67,42337.758,56960.9,146827.94
P13473-2,LAMP2,410,,Isoform LAMP-2B of Lysosome-associated membrane glycoprotein 2,0.9524,0.999,21351.148,0,0,0,0,0,0,0,0,0,0,0
P13489,RNH1,461,1:Experimental evidence at protein level,Ribonuclease inhibitor,1,0.999,55607.63,61008.4,78791.83,63929.34,5851.2607,18560.873,0,0,42240.695,21139.98,5442.804,23010.293
P13611-3,VCAN,1642,,Isoform V2 of Versican core protein,0.5032,0.9806,0,0,0,0,0,0,12474.931,0,0,0,0,0
P13639,EEF2,858,1:Experimental evidence at protein level,Elongation factor 2,1,0.999,3964610.5,6499165,6564429,4593197.5,774587.25,1219598,14828.095,5568.075,2361472,1993461.2,1328912.1,2245079.5
P13645,KRT10,584,1:Experimental evidence at protein level,"Keratin, type I cytoskeletal 10",1,0.999,134995.56,183952.12,68327.24,3135475.5,9094472,351408.47,185181.92,58067.33,41983.766,214821.16,25619.736,33055.258
P13647,KRT5,590,1:Experimental evidence at protein level,"Keratin, type II cytoskeletal 5",1,0.999,0,0,0,479141.22,1355772.4,0,0,0,0,0,0,0
P13667,PDIA4,645,1:Experimental evidence at protein level,Protein disulfide-isomerase A4,1,0.999,1574935,1984971.4,1973142.6,2092801.1,89719.06,184048.52,129233.695,118869.03,600925.6,348525.2,260286.36,633724.6
P13674-2,P4HA1,534,,Isoform 2 of Prolyl 4-hydroxylase subunit alpha-1,1,0.999,20626.012,95908.87,71520.84,73655.445,0,0,0,0,0,0,0,0
P13693,TPT1,172,1:Experimental evidence at protein level,Translationally-controlled tumor protein,1,0.999,245718.95,340556.56,367225.22,266410.12,18112.637,66999.805,0,0,107099.695,80464.58,51709.63,102544.91
P13796,LCP1,627,1:Experimental evidence at protein level,Plastin-2,1,0.999,22575.018,109311.49,83421.29,49836.785,0,22725.473,0,0,17397.89,52694.562,22307.422,5288.0996
P13797-3,PLS3,585,,Isoform 3 of Plastin-3,1,0.999,28676.645,42435.06,17015.299,28099.326,0,0,0,0,6863.592,3262.341,0,0
P13798,APEH,732,1:Experimental evidence at protein level,Acylamino-acid-releasing enzyme,1,0.999,82141.914,141218.58,136381.84,130047.695,0,3577.915,0,0,15126.314,0,9975.373,19497.254
P13804-2,ETFA,284,,"Isoform 2 of Electron transfer flavoprotein subunit alpha, mitochondrial",1,0.999,1009885.44,1035239.44,1100975,1127800.1,72681.27,166286.4,78772.78,143225.94,282219.62,218522.6,208826.9,287554
P13807-2,GYS1,673,,"Isoform 2 of Glycogen [starch] synthase, muscle",1,0.999,0,0,10053.971,0,0,0,0,0,0,0,0,0
P13861,PRKAR2A,404,1:Experimental evidence at protein level,cAMP-dependent protein kinase type II-alpha regulatory subunit,1,0.999,63181.406,68194.31,107631.88,96888.95,0,0,0,0,14936.497,0,0,0
P13984,GTF2F2,249,1:Experimental evidence at protein level,General transcription factor IIF subunit 2,1,0.9921,9898.477,0,17613.014,0,0,0,0,0,0,0,0,0
P13995,MTHFD2,350,1:Experimental evidence at protein level,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial",1,0.999,150410.77,187502.89,220007.3,200849.83,0,11930.553,12890.289,10041.928,31702.922,20413.488,3305.3906,0
P14174,MIF,115,1:Experimental evidence at protein level,Macrophage migration inhibitory factor,1,0.999,487599.9,612974.94,632489.6,406399.16,79184.51,118208.734,0,0,176185.25,147548.5,141991.17,241457.02
P14209-3,CD99,169,,Isoform 3 of CD99 antigen,0.9524,0.999,12619.4,20920.35,20383.213,22663.623,0,0,0,0,0,0,0,0
P14314-2,PRKCSH,525,,Isoform 2 of Glucosidase 2 subunit beta,1,0.999,1052919.1,892531.6,888630.94,861726.3,81426.72,114927.766,65014.28,109341.82,281428.66,256201.95,132827.19,250440.8
P14324-2,FDPS,353,,Isoform 2 of Farnesyl pyrophosphate synthase,1,0.999,44592.297,76879.914,200477.69,54316.832,0,20211.45,0,0,39944.418,0,5204.25,14124.908
P14406,COX7A2,83,1:Experimental evidence at protein level,"Cytochrome c oxidase subunit 7A2, mitochondrial",1,0.999,136778.81,76391.17,139449.25,137108.22,0,12224.111,5014.914,1265.146,13432.287,0,8010.894,24212.256
P14550,AKR1A1,325,1:Experimental evidence at protein level,Aldo-keto reductase family 1 member A1,1,0.999,33350.324,97279.38,145003.11,88410.2,0,0,0,0,19286.904,5336.624,0,19874.717
P14618,PKM,531,1:Experimental evidence at protein level,Pyruvate kinase PKM,1,0.999,5666751,7577099.5,8056724.5,6575886,1128770.2,1702994.4,106613.55,39457.555,2701627.2,2166310.2,2012891.1,3461508.8
P14625,HSP90B1,803,1:Experimental evidence at protein level,Endoplasmin,1,0.999,3374927,4516508.5,4048572.2,4552123.5,463563.6,698178.06,691230.25,584484.3,1261955.9,1220563.8,774952.06,1460027.1
P14635-2,CCNB1,396,,Isoform 2 of G2/mitotic-specific cyclin-B1,1,0.999,0,0,25130.914,0,0,0,0,0,0,0,0,0
P14678-2,SNRPB,231,,Isoform SM-B of Small nuclear ribonucleoprotein-associated proteins B and B',1,0.999,286033.6,334531.44,362978,308422.38,22298.488,17427.658,24532.688,29035.336,36989.86,29173.06,65001.44,109520.74
P14735,IDE,1019,1:Experimental evidence at protein level,Insulin-degrading enzyme,1,0.999,19534.297,40421.797,31402.012,64926.902,5635.953,0,0,0,0,0,0,0
P14854,COX6B1,86,1:Experimental evidence at protein level,Cytochrome c oxidase subunit 6B1,0.9999,0.9986,45277.24,52604.48,42413.547,16282.897,0,0,0,0,0,0,0,0
P14859-2,POU2F1,755,,"Isoform 2 of POU domain, class 2, transcription factor 1",0.9524,0.999,0,6568.3667,0,0,0,0,0,0,0,0,0,0
P14866,HNRNPL,589,1:Experimental evidence at protein level,Heterogeneous nuclear ribonucleoprotein L,1,0.999,1119356,1246635.1,1174393.9,1249554.8,34488.137,139493.44,137231.81,107787.69,310904.7,219601.4,219743.31,308492.66
P14868,DARS1,501,1:Experimental evidence at protein level,"Aspartate--tRNA ligase, cytoplasmic",1,0.999,213531.22,328373.7,361384.66,211300.47,2949.8687,21621.307,15811.6875,5704.6504,49910.168,50761.31,28019.863,53057.348
P14923,JUP,745,1:Experimental evidence at protein level,Junction plakoglobin,1,0.999,122764.73,155036.67,201797.58,169462.61,149536.72,2051.2422,1992.4255,2900.0957,6670.043,13753.523,17620.393,10026.326
